record_id,error_type,token_index,token_text,token_start,assigned_label,expected_label,span_start,span_end,span_text,span_type
uvisd4sa_valid_879,wrong_start_label,24,giá,47,I-ASP,B-ASP,48,57,iá pin tr,aspect
uvisd4sa_valid_879,wrong_inside_label,25, ,50,B-ASP,I-ASP,48,57,iá pin tr,aspect
uvisd4sa_valid_885,wrong_start_label,18,game,39,I-ASP,B-ASP,42,81,e khỏi bàn camera thì cưc kì nét video ,aspect
uvisd4sa_valid_885,wrong_inside_label,19, ,43,B-ASP,I-ASP,42,81,e khỏi bàn camera thì cưc kì nét video ,aspect
uvisd4sa_valid_886,wrong_start_label,34, ,67,I-ASP,B-ASP,67,103," giác ko tốt cho lắm, pin tuột nhanh",aspect
uvisd4sa_valid_886,wrong_inside_label,44,",",87,B-ASP,I-ASP,67,103," giác ko tốt cho lắm, pin tuột nhanh",aspect
uvisd4sa_valid_889,wrong_start_label,14,tốt,28,I-ASP,B-ASP,29,41,ốt mượt nhưn,aspect
uvisd4sa_valid_889,wrong_inside_label,17, ,36,B-ASP,I-ASP,29,41,ốt mượt nhưn,aspect
uvisd4sa_valid_889,wrong_start_label,50,game,108,I-ASP,B-ASP,111,123,e thì khoảng,aspect
uvisd4sa_valid_889,wrong_inside_label,51, ,112,B-ASP,I-ASP,111,123,e thì khoảng,aspect
uvisd4sa_valid_890,wrong_start_label,18,game,35,I-ASP,B-ASP,35,44,game mượn,aspect
uvisd4sa_valid_890,wrong_start_label,16,ok,32,I-ASP,B-ASP,32,42,ok.game mư,aspect
uvisd4sa_valid_890,wrong_inside_label,17,.,34,B-ASP,I-ASP,32,42,ok.game mư,aspect
uvisd4sa_valid_892,wrong_start_label,62,game,138,I-ASP,B-ASP,139,150,ame liên tụ,aspect
uvisd4sa_valid_895,wrong_start_label,15, ,36,I-ASP,B-ASP,36,47, game cũng ,aspect
uvisd4sa_valid_897,wrong_start_label,27,Gọi,62,I-ASP,B-ASP,64,74,i Là Chấp ,aspect
uvisd4sa_valid_897,wrong_start_label,33,Nhận,74,I-ASP,B-ASP,75,90,hận Đc Camera T,aspect
uvisd4sa_valid_897,wrong_inside_label,36, ,81,B-ASP,I-ASP,75,90,hận Đc Camera T,aspect
uvisd4sa_valid_897,wrong_start_label,70,Nhân,150,I-ASP,B-ASP,150,178,Nhân Viên Phục Vụ Nhiệt Tình,aspect
uvisd4sa_valid_897,wrong_inside_label,71, ,154,B-ASP,I-ASP,150,178,Nhân Viên Phục Vụ Nhiệt Tình,aspect
uvisd4sa_valid_899,wrong_start_label,37,máy,73,I-ASP,B-ASP,73,89,máy chạy bao tốt,aspect
uvisd4sa_valid_899,wrong_start_label,95,chơi,186,I-ASP,B-ASP,189,201,i game thì k,aspect
uvisd4sa_valid_899,wrong_inside_label,96, ,190,B-ASP,I-ASP,189,201,i game thì k,aspect
uvisd4sa_valid_901,wrong_start_label,10, ,21,I-ASP,B-ASP,21,34," hợp, pin dùn",aspect
uvisd4sa_valid_901,wrong_inside_label,12,",",25,B-ASP,I-ASP,21,34," hợp, pin dùn",aspect
uvisd4sa_valid_916,wrong_start_label,19, ,41,I-ASP,B-ASP,41,47, kì. C,aspect
uvisd4sa_valid_916,wrong_inside_label,21,.,44,B-ASP,I-ASP,41,47, kì. C,aspect
uvisd4sa_valid_918,wrong_start_label,2,tốt,4,I-ASP,B-ASP,6,33,"t ,dùng rất mượt ,chơi game",aspect
uvisd4sa_valid_918,wrong_inside_label,3, ,7,B-ASP,I-ASP,6,33,"t ,dùng rất mượt ,chơi game",aspect
uvisd4sa_valid_919,wrong_start_label,47,nhưng,93,I-ASP,B-ASP,97,129,"g nghe chói tai và k hay, máy k ",aspect
uvisd4sa_valid_919,wrong_inside_label,60,",",121,B-ASP,I-ASP,97,129,"g nghe chói tai và k hay, máy k ",aspect
uvisd4sa_valid_919,wrong_start_label,125, ,241,I-ASP,B-ASP,241,288, 8h sụt 4-5%.Cái khó chịu nhất là bản quốc tế n,aspect
uvisd4sa_valid_919,wrong_inside_label,134,Cái,254,B-ASP,I-ASP,241,288, 8h sụt 4-5%.Cái khó chịu nhất là bản quốc tế n,aspect
uvisd4sa_valid_920,wrong_start_label,19,touch,37,I-ASP,B-ASP,40,52,ch ID rất nh,aspect
uvisd4sa_valid_920,wrong_start_label,35,Nói,72,I-ASP,B-ASP,72,91,Nói chung rất tuyệt,aspect
uvisd4sa_valid_920,wrong_inside_label,40, ,85,B-ASP,I-ASP,72,91,Nói chung rất tuyệt,aspect
uvisd4sa_valid_921,wrong_start_label,6,trâu,13,I-ASP,B-ASP,14,26,râu chiến ga,aspect
uvisd4sa_valid_921,wrong_inside_label,7, ,17,B-ASP,I-ASP,14,26,râu chiến ga,aspect
uvisd4sa_valid_921,wrong_start_label,10,game,24,I-ASP,B-ASP,27,39,e ngon đáng ,aspect
uvisd4sa_valid_921,wrong_inside_label,11, ,28,B-ASP,I-ASP,27,39,e ngon đáng ,aspect
uvisd4sa_valid_926,wrong_start_label,14,cả,27,I-ASP,B-ASP,27,75,"cả ổn. Có khuyến mãi tai nghe rất tốt, nhân viên",aspect
uvisd4sa_valid_926,wrong_inside_label,17,.,32,B-ASP,I-ASP,27,75,"cả ổn. Có khuyến mãi tai nghe rất tốt, nhân viên",aspect
uvisd4sa_valid_927,wrong_start_label,31,mấy,64,I-ASP,B-ASP,66,119,"y của dòng khác, samsung càng lúc càng tệ! Ra cho cố ",aspect
uvisd4sa_valid_927,wrong_inside_label,38,",",81,B-ASP,I-ASP,66,119,"y của dòng khác, samsung càng lúc càng tệ! Ra cho cố ",aspect
uvisd4sa_valid_929,wrong_start_label,14,hình,27,I-ASP,B-ASP,28,43,"ình nét, loa ng",aspect
uvisd4sa_valid_929,wrong_inside_label,17,",",35,B-ASP,I-ASP,28,43,"ình nét, loa ng",aspect
uvisd4sa_valid_932,wrong_start_label,51,nên,100,I-ASP,B-ASP,101,113,ên dễ bị trầ,aspect
uvisd4sa_valid_932,wrong_start_label,59,mặc,115,I-ASP,B-ASP,115,129,mặc dù đeo ốp ,aspect
uvisd4sa_valid_932,wrong_inside_label,66, ,128,B-ASP,I-ASP,115,129,mặc dù đeo ốp ,aspect
uvisd4sa_valid_933,wrong_start_label,4,trâu,8,I-ASP,B-ASP,11,81,"u,chơi call of duty bật cấu hình tối đa thì vẫn muốn,lq cấu hình cao t",aspect
uvisd4sa_valid_933,wrong_inside_label,5,",",12,B-ASP,I-ASP,11,81,"u,chơi call of duty bật cấu hình tối đa thì vẫn muốn,lq cấu hình cao t",aspect
uvisd4sa_valid_933,wrong_start_label,38,thì,80,I-ASP,B-ASP,82,111,"ì vẫn mượt như bth,để mày từ ",aspect
uvisd4sa_valid_933,wrong_inside_label,39, ,83,B-ASP,I-ASP,82,111,"ì vẫn mượt như bth,để mày từ ",aspect
uvisd4sa_valid_934,wrong_inside_label,23, ,53,B-ASP,I-ASP,44,57, màn hình đẹp,aspect
uvisd4sa_valid_934,wrong_start_label,18,nhanh,39,I-ASP,B-ASP,43,50,h màn h,aspect
uvisd4sa_valid_934,wrong_inside_label,19, ,44,B-ASP,I-ASP,43,50,h màn h,aspect
uvisd4sa_valid_934,wrong_start_label,66,sai,149,I-ASP,B-ASP,151,161,i lầm cho ,aspect
uvisd4sa_valid_934,wrong_inside_label,67, ,152,B-ASP,I-ASP,151,161,i lầm cho ,aspect
uvisd4sa_valid_938,wrong_start_label,6,trâu,11,I-ASP,B-ASP,14,29,u ngâm nước thấ,aspect
uvisd4sa_valid_938,wrong_inside_label,7, ,15,B-ASP,I-ASP,14,29,u ngâm nước thấ,aspect
uvisd4sa_valid_939,wrong_start_label,41,chụp,75,I-ASP,B-ASP,75,95,chụp hình ko dc sáng,aspect
uvisd4sa_valid_941,wrong_start_label,11,hình,25,I-ASP,B-ASP,27,34,nh ngon,aspect
uvisd4sa_valid_941,wrong_inside_label,12, ,29,B-ASP,I-ASP,27,34,nh ngon,aspect
uvisd4sa_valid_942,wrong_start_label,49,xem,104,I-ASP,B-ASP,104,108,xem ,aspect
uvisd4sa_valid_949,wrong_start_label,17,tốt,31,I-ASP,B-ASP,31,38,"tốt, ga",aspect
uvisd4sa_valid_949,wrong_inside_label,18,",",34,B-ASP,I-ASP,31,38,"tốt, ga",aspect
uvisd4sa_valid_954,wrong_start_label,20,Game,45,I-ASP,B-ASP,45,54,Game mượt,aspect
uvisd4sa_valid_957,wrong_start_label,21, ,44,I-ASP,B-ASP,44,49, nhất,aspect
uvisd4sa_valid_958,wrong_start_label,22,tiện,47,I-ASP,B-ASP,50,64,n ích trên máy,aspect
uvisd4sa_valid_961,wrong_start_label,13,Pin,25,I-ASP,B-ASP,27,36,n trâu bộ,aspect
uvisd4sa_valid_961,wrong_inside_label,14, ,28,B-ASP,I-ASP,27,36,n trâu bộ,aspect
uvisd4sa_valid_961,wrong_start_label,47,đụng,97,I-ASP,B-ASP,98,107,ụng hàng ,aspect
uvisd4sa_valid_965,wrong_start_label,41,còn,81,I-ASP,B-ASP,81,96,còn lại xài tốt,aspect
uvisd4sa_valid_971,wrong_start_label,34,chơi,68,I-ASP,B-ASP,70,77,ơi game,aspect
uvisd4sa_valid_971,wrong_inside_label,35, ,72,B-ASP,I-ASP,70,77,ơi game,aspect
uvisd4sa_valid_973,wrong_inside_label,50,giờ,103,B-ASP,I-ASP,87,140,mera hay bị lỗi giờ thêm bị cái màn hình lúc chơi gam,aspect
uvisd4sa_valid_974,wrong_start_label,14,cũng,32,I-ASP,B-ASP,34,47,ng bt.chơi ga,aspect
uvisd4sa_valid_974,wrong_inside_label,17,.,39,B-ASP,I-ASP,34,47,ng bt.chơi ga,aspect
uvisd4sa_valid_974,wrong_start_label,20,game,45,I-ASP,B-ASP,48,74,e mượt.mình sử dụng ít.nên,aspect
uvisd4sa_valid_974,wrong_inside_label,21, ,49,B-ASP,I-ASP,48,74,e mượt.mình sử dụng ít.nên,aspect
uvisd4sa_valid_975,wrong_start_label,10,hơi,23,I-ASP,B-ASP,25,54,i lag tí được cái pin trâu. S,aspect
uvisd4sa_valid_975,wrong_inside_label,11, ,26,B-ASP,I-ASP,25,54,i lag tí được cái pin trâu. S,aspect
uvisd4sa_valid_977,wrong_start_label,10,bắt,19,I-ASP,B-ASP,21,32,"t mắt ,pin ",aspect
uvisd4sa_valid_977,wrong_inside_label,13, ,26,B-ASP,I-ASP,21,32,"t mắt ,pin ",aspect
uvisd4sa_valid_977,wrong_start_label,26,chất,52,I-ASP,B-ASP,55,64,t lượng t,aspect
uvisd4sa_valid_990,wrong_start_label,6,báo,14,I-ASP,B-ASP,16,61,o ngon pin chơi Pubg và tác vụ thông thường 1,aspect
uvisd4sa_valid_990,wrong_inside_label,7, ,17,B-ASP,I-ASP,16,61,o ngon pin chơi Pubg và tác vụ thông thường 1,aspect
uvisd4sa_valid_993,wrong_start_label,51,thì,105,I-ASP,B-ASP,105,124,thì tốt nhất chiến ,aspect
uvisd4sa_valid_994,wrong_start_label,4,ngon,8,I-ASP,B-ASP,10,23,"on,chơi game ",aspect
uvisd4sa_valid_994,wrong_inside_label,5,",",12,B-ASP,I-ASP,10,23,"on,chơi game ",aspect
uvisd4sa_valid_994,wrong_start_label,12,camera,28,I-ASP,B-ASP,32,43,"ra đẹp,mặt ",aspect
uvisd4sa_valid_994,wrong_inside_label,13, ,34,B-ASP,I-ASP,32,43,"ra đẹp,mặt ",aspect
uvisd4sa_valid_995,wrong_start_label,34,rồi,82,I-ASP,B-ASP,84,94,i sạc pin ,aspect
uvisd4sa_valid_995,wrong_inside_label,35, ,85,B-ASP,I-ASP,84,94,i sạc pin ,aspect
uvisd4sa_valid_996,wrong_start_label,20,mượt,40,I-ASP,B-ASP,42,59,"ợt, mạng mạnh, má",aspect
uvisd4sa_valid_996,wrong_inside_label,21,",",44,B-ASP,I-ASP,42,59,"ợt, mạng mạnh, má",aspect
uvisd4sa_valid_997,wrong_start_label,19,touch,37,I-ASP,B-ASP,40,52,ch ID rất nh,aspect
uvisd4sa_valid_998,wrong_inside_label,31, ,59,B-ASP,I-ASP,49,60,áy mượt mà ,aspect
uvisd4sa_valid_1000,wrong_start_label,21,đẹp,45,I-ASP,B-ASP,45,68,"đẹp, Chip mỹ.Xài ok tro",aspect
uvisd4sa_valid_1000,wrong_inside_label,22,",",48,B-ASP,I-ASP,45,68,"đẹp, Chip mỹ.Xài ok tro",aspect
uvisd4sa_valid_1002,wrong_start_label,32,Camera,70,I-ASP,B-ASP,70,85,Camera chụp đẹp,aspect
uvisd4sa_valid_1004,wrong_start_label,14,game,31,I-ASP,B-ASP,32,72,ame bao mượt pin trâu chơi game mõi mắt ,aspect
uvisd4sa_valid_1004,wrong_inside_label,15, ,35,B-ASP,I-ASP,32,72,ame bao mượt pin trâu chơi game mõi mắt ,aspect
uvisd4sa_valid_1005,wrong_start_label,23,sóng,43,I-ASP,B-ASP,46,72,"g khoẻ , game chạy mượt , ",aspect
uvisd4sa_valid_1005,wrong_inside_label,24, ,47,B-ASP,I-ASP,46,72,"g khoẻ , game chạy mượt , ",aspect
uvisd4sa_valid_1006,wrong_start_label,32,nhan,62,I-ASP,B-ASP,63,72,han:máy đ,aspect
uvisd4sa_valid_1006,wrong_inside_label,33,:,66,B-ASP,I-ASP,63,72,han:máy đ,aspect
uvisd4sa_valid_1006,wrong_start_label,36,đẹp,71,I-ASP,B-ASP,72,89,ẹp pin rất ok trả,aspect
uvisd4sa_valid_1006,wrong_inside_label,37, ,74,B-ASP,I-ASP,72,89,ẹp pin rất ok trả,aspect
uvisd4sa_valid_1006,wrong_start_label,60,thì,126,I-ASP,B-ASP,127,188,hì quá ok rồi Camera rất tốt Nhân viên chu đáo nhiệt tình vui,aspect
uvisd4sa_valid_1006,wrong_inside_label,67, ,140,B-ASP,I-ASP,127,188,hì quá ok rồi Camera rất tốt Nhân viên chu đáo nhiệt tình vui,aspect
uvisd4sa_valid_1008,wrong_start_label,36, ,77,I-ASP,B-ASP,77,92, không quá nóng,aspect
uvisd4sa_valid_1009,wrong_start_label,46,màng,90,I-ASP,B-ASP,90,115,màng hình thì rộng ok tất,aspect
uvisd4sa_valid_1009,wrong_inside_label,53, ,108,B-ASP,I-ASP,90,115,màng hình thì rộng ok tất,aspect
uvisd4sa_valid_1009,wrong_start_label,77,cảm,157,I-ASP,B-ASP,157,169,cảm giác máy,aspect
uvisd4sa_valid_1011,wrong_start_label,28,Dùng,54,I-ASP,B-ASP,54,64,Dùng sướng,aspect
uvisd4sa_valid_1013,wrong_start_label,30,hơn,67,I-ASP,B-ASP,67,95,"hơn tí thì đẹp , chip quá mạ",aspect
uvisd4sa_valid_1013,wrong_inside_label,37, ,81,B-ASP,I-ASP,67,95,"hơn tí thì đẹp , chip quá mạ",aspect
uvisd4sa_valid_1014,wrong_start_label,10,bao,20,I-ASP,B-ASP,22,32,o đẹp giao,aspect
uvisd4sa_valid_1014,wrong_inside_label,13, ,27,B-ASP,I-ASP,22,32,o đẹp giao,aspect
uvisd4sa_valid_1015,wrong_start_label,8,ổn,17,I-ASP,B-ASP,17,27,ổn . máy c,aspect
uvisd4sa_valid_1015,wrong_inside_label,9, ,19,B-ASP,I-ASP,17,27,ổn . máy c,aspect
uvisd4sa_valid_1015,wrong_start_label,20,pin,38,I-ASP,B-ASP,38,46,pin trâu,aspect
uvisd4sa_valid_1016,wrong_start_label,30,chập,68,I-ASP,B-ASP,68,171,"chập chờn....chip và ram 8 gb mà xử lý thua ram 4g...lướt ứng dụng face, zalo, .... Là máy ì ạch liền..",aspect
uvisd4sa_valid_1016,wrong_inside_label,33,....,77,B-ASP,I-ASP,68,171,"chập chờn....chip và ram 8 gb mà xử lý thua ram 4g...lướt ứng dụng face, zalo, .... Là máy ì ạch liền..",aspect
uvisd4sa_valid_1019,wrong_start_label,14,nghiệm,29,I-ASP,B-ASP,34,53,m với tầm giá! vẻ n,aspect
uvisd4sa_valid_1019,wrong_inside_label,21,!,47,B-ASP,I-ASP,34,53,m với tầm giá! vẻ n,aspect
uvisd4sa_valid_1025,wrong_start_label,6,tuyệt,16,I-ASP,B-ASP,20,29,"t vời, nh",aspect
uvisd4sa_valid_1025,wrong_inside_label,9,",",25,B-ASP,I-ASP,20,29,"t vời, nh",aspect
uvisd4sa_valid_1025,wrong_inside_label,30,",",71,B-ASP,I-ASP,56,76,"c pin cực nhanh, âm ",aspect
uvisd4sa_valid_1026,wrong_start_label,30,dùng,69,I-ASP,B-ASP,72,111,g trâu bò cả ngày. Nói chung đáng mua t,aspect
uvisd4sa_valid_1026,wrong_inside_label,39,.,89,B-ASP,I-ASP,72,111,g trâu bò cả ngày. Nói chung đáng mua t,aspect
uvisd4sa_valid_1027,wrong_start_label,10, ,18,I-ASP,B-ASP,18,30," lắm, bắt wi",aspect
uvisd4sa_valid_1027,wrong_inside_label,12,",",22,B-ASP,I-ASP,18,30," lắm, bắt wi",aspect
uvisd4sa_valid_1027,wrong_start_label,25,tốt,46,I-ASP,B-ASP,48,50,"t,",aspect
uvisd4sa_valid_1028,wrong_start_label,34,pubg,71,I-ASP,B-ASP,72,85,ubg khá mượt ,aspect
uvisd4sa_valid_1028,wrong_inside_label,39, ,84,B-ASP,I-ASP,72,85,ubg khá mượt ,aspect
uvisd4sa_valid_1029,wrong_start_label,12,rất,25,I-ASP,B-ASP,27,38,t tốt pin x,aspect
uvisd4sa_valid_1029,wrong_inside_label,15, ,32,B-ASP,I-ASP,27,38,t tốt pin x,aspect
uvisd4sa_valid_1033,wrong_start_label,27, ,55,I-ASP,B-ASP,55,76, giật2.bắt wifi khá k,aspect
uvisd4sa_valid_1034,wrong_start_label,50,diện,104,I-ASP,B-ASP,105,154,iện khuôn mặt ok. Và ko có gì để mà chê màn hình ,aspect
uvisd4sa_valid_1034,wrong_inside_label,57,.,121,B-ASP,I-ASP,105,154,iện khuôn mặt ok. Và ko có gì để mà chê màn hình ,aspect
uvisd4sa_valid_1037,wrong_start_label,69,không,141,I-ASP,B-ASP,145,160,g sạc được nữa ,aspect
uvisd4sa_valid_1037,wrong_inside_label,70, ,146,B-ASP,I-ASP,145,160,g sạc được nữa ,aspect
uvisd4sa_valid_1038,wrong_start_label,51, ,107,I-ASP,B-ASP,107,144, chơi thì bị out dell lí do. Vân tay ,aspect
uvisd4sa_valid_1038,wrong_inside_label,65,.,134,B-ASP,I-ASP,107,144, chơi thì bị out dell lí do. Vân tay ,aspect
uvisd4sa_valid_1039,wrong_start_label,23, ,48,I-ASP,B-ASP,48,65, tụt nhanh quá.lo,aspect
uvisd4sa_valid_1039,wrong_inside_label,29,.,62,B-ASP,I-ASP,48,65, tụt nhanh quá.lo,aspect
uvisd4sa_valid_1040,wrong_start_label,10,đợi,20,I-ASP,B-ASP,21,27,ợi bin,aspect
uvisd4sa_valid_1040,wrong_inside_label,11, ,23,B-ASP,I-ASP,21,27,ợi bin,aspect
uvisd4sa_valid_1041,wrong_start_label,36,Pin,69,I-ASP,B-ASP,69,77,Pin trâu,aspect
uvisd4sa_valid_1045,wrong_start_label,18,nhất,38,I-ASP,B-ASP,39,44,hất c,aspect
uvisd4sa_valid_1045,wrong_inside_label,19, ,42,B-ASP,I-ASP,39,44,hất c,aspect
uvisd4sa_valid_1047,wrong_start_label,16,ngon,31,I-ASP,B-ASP,34,42,n mượt c,aspect
uvisd4sa_valid_1047,wrong_inside_label,17, ,35,B-ASP,I-ASP,34,42,n mượt c,aspect
uvisd4sa_valid_1047,wrong_start_label,20,camera,41,I-ASP,B-ASP,42,53,amera đẹp v,aspect
uvisd4sa_valid_1047,wrong_inside_label,21, ,47,B-ASP,I-ASP,42,53,amera đẹp v,aspect
uvisd4sa_valid_1053,wrong_start_label,17, ,37,I-ASP,B-ASP,37,47, dụng tuyệ,aspect
uvisd4sa_valid_1053,wrong_start_label,21, ,48,I-ASP,B-ASP,48,60, vời sạc siê,aspect
uvisd4sa_valid_1053,wrong_inside_label,23, ,52,B-ASP,I-ASP,48,60, vời sạc siê,aspect
uvisd4sa_valid_1057,wrong_start_label,18,chạy,35,I-ASP,B-ASP,35,44,chạy mượt,aspect
uvisd4sa_valid_1058,wrong_start_label,6,động,12,I-ASP,B-ASP,14,32,"ng lại, vân tay ch",aspect
uvisd4sa_valid_1058,wrong_inside_label,9,",",20,B-ASP,I-ASP,14,32,"ng lại, vân tay ch",aspect
uvisd4sa_valid_1059,wrong_start_label,8,dùng,15,I-ASP,B-ASP,17,33,"ng oke, cam chụp",aspect
uvisd4sa_valid_1059,wrong_inside_label,11,",",23,B-ASP,I-ASP,17,33,"ng oke, cam chụp",aspect
uvisd4sa_valid_1063,wrong_start_label,17,đêm,37,I-ASP,B-ASP,39,59,"m đẹp , sắc nét, pin",aspect
uvisd4sa_valid_1063,wrong_inside_label,18, ,40,B-ASP,I-ASP,39,59,"m đẹp , sắc nét, pin",aspect
uvisd4sa_valid_1066,wrong_start_label,13,gọn,29,I-ASP,B-ASP,31,40,n dễ cầm ,aspect
uvisd4sa_valid_1067,wrong_start_label,33,Bin,62,I-ASP,B-ASP,62,75,Bin nhanh hết,aspect
uvisd4sa_valid_1067,wrong_inside_label,36, ,71,B-ASP,I-ASP,62,75,Bin nhanh hết,aspect
uvisd4sa_valid_1069,wrong_start_label,153,k,286,I-ASP,B-ASP,286,289,k s,aspect
uvisd4sa_valid_1071,wrong_start_label,14,ngon,29,I-ASP,B-ASP,29,38,ngon pin ,aspect
uvisd4sa_valid_1071,wrong_inside_label,15, ,33,B-ASP,I-ASP,29,38,ngon pin ,aspect
uvisd4sa_valid_1076,wrong_start_label,84,E,174,I-ASP,B-ASP,174,187,E này nhỏ gọn,aspect
uvisd4sa_valid_1076,wrong_start_label,73,nhanh,152,I-ASP,B-ASP,154,163,anh mượt ,aspect
uvisd4sa_valid_1076,wrong_start_label,78, ,165,I-ASP,B-ASP,165,189, đơ máy. E này nhỏ gọn d,aspect
uvisd4sa_valid_1076,wrong_inside_label,82,.,172,B-ASP,I-ASP,165,189, đơ máy. E này nhỏ gọn d,aspect
uvisd4sa_valid_1079,wrong_start_label,12,pin,27,I-ASP,B-ASP,29,41,n trâu mọi t,aspect
uvisd4sa_valid_1079,wrong_inside_label,13, ,30,B-ASP,I-ASP,29,41,n trâu mọi t,aspect
uvisd4sa_valid_1079,wrong_start_label,18,thứ,40,I-ASP,B-ASP,42,54,ứ đều OK cam,aspect
uvisd4sa_valid_1079,wrong_inside_label,19, ,43,B-ASP,I-ASP,42,54,ứ đều OK cam,aspect
uvisd4sa_valid_1080,wrong_start_label,19,xiaomi,41,I-ASP,B-ASP,44,75,"omi. Chụp ảnh đẹp, phơi sáng ba",aspect
uvisd4sa_valid_1080,wrong_inside_label,20,.,47,B-ASP,I-ASP,44,75,"omi. Chụp ảnh đẹp, phơi sáng ba",aspect
uvisd4sa_valid_1081,wrong_start_label,12,chạy,28,I-ASP,B-ASP,30,35,ạy nh,aspect
uvisd4sa_valid_1081,wrong_inside_label,13, ,32,B-ASP,I-ASP,30,35,ạy nh,aspect
uvisd4sa_valid_1081,wrong_start_label,14,nhanh,33,I-ASP,B-ASP,36,56,nh pin bền màu sắc t,aspect
uvisd4sa_valid_1081,wrong_inside_label,15, ,38,B-ASP,I-ASP,36,56,nh pin bền màu sắc t,aspect
uvisd4sa_valid_1081,wrong_start_label,33, ,75,I-ASP,B-ASP,75,83, điều hà,aspect
uvisd4sa_valid_1083,wrong_start_label,21,vấn,49,I-ASP,B-ASP,51,114,n đề lag đứng máy. Pin thì có lẽ hơi yếu chắc do màn hình quá l,aspect
uvisd4sa_valid_1083,wrong_inside_label,30,.,68,B-ASP,I-ASP,51,114,n đề lag đứng máy. Pin thì có lẽ hơi yếu chắc do màn hình quá l,aspect
uvisd4sa_valid_1084,wrong_start_label,47,hay,95,I-ASP,B-ASP,97,127,y fim chống xuiớc thì càng tệ ,aspect
uvisd4sa_valid_1084,wrong_inside_label,60, ,126,B-ASP,I-ASP,97,127,y fim chống xuiớc thì càng tệ ,aspect
uvisd4sa_valid_1086,wrong_start_label,12,tê,17,I-ASP,B-ASP,17,43,tệ. Màn hình thì lúc ,aspect
uvisd4sa_valid_1086,wrong_inside_label,14, ,21,B-ASP,I-ASP,17,43,tệ. Màn hình thì lúc ,aspect
uvisd4sa_valid_1089,wrong_start_label,6,mượt,14,I-ASP,B-ASP,16,24,ợt màn h,aspect
uvisd4sa_valid_1089,wrong_inside_label,7, ,18,B-ASP,I-ASP,16,24,ợt màn h,aspect
uvisd4sa_valid_1089,wrong_start_label,23, ,54,I-ASP,B-ASP,54,58, đầy,aspect
uvisd4sa_valid_1090,wrong_start_label,20,FB,41,I-ASP,B-ASP,42,57,"B rất mượt, rất",aspect
uvisd4sa_valid_1090,wrong_inside_label,25,",",52,B-ASP,I-ASP,42,57,"B rất mượt, rất",aspect
uvisd4sa_valid_1091,wrong_start_label,61, ,137,I-ASP,B-ASP,137,152, được lúc không,aspect
uvisd4sa_valid_1092,wrong_start_label,20,hình,41,I-ASP,B-ASP,44,51,"h đẹp, ",aspect
uvisd4sa_valid_1092,wrong_start_label,25,to,51,I-ASP,B-ASP,52,88,"o, camera đẹp, chơi các tựa game ở c",aspect
uvisd4sa_valid_1092,wrong_inside_label,26,",",53,B-ASP,I-ASP,52,88,"o, camera đẹp, chơi các tựa game ở c",aspect
uvisd4sa_valid_1092,wrong_start_label,87,k,179,I-ASP,B-ASP,179,226,k có hỗ trợ chụp đêm nên chụp trong đêm hơi xấu,aspect
uvisd4sa_valid_1092,wrong_inside_label,100, ,203,B-ASP,I-ASP,179,226,k có hỗ trợ chụp đêm nên chụp trong đêm hơi xấu,aspect
uvisd4sa_valid_1092,wrong_start_label,84,chậm,173,I-ASP,B-ASP,176,202,"m, k có hỗ trợ chụp đêm nê",aspect
uvisd4sa_valid_1092,wrong_inside_label,85,",",177,B-ASP,I-ASP,176,202,"m, k có hỗ trợ chụp đêm nê",aspect
uvisd4sa_valid_1095,wrong_inside_label,21,",",46,B-ASP,I-ASP,36,68,"y rất mượt, vân tay nhanh, nhận ",aspect
uvisd4sa_valid_1096,wrong_start_label,24,đẹp,52,I-ASP,B-ASP,54,78,p xem youtube nét nói ch,aspect
uvisd4sa_valid_1096,wrong_inside_label,31, ,71,B-ASP,I-ASP,54,78,p xem youtube nét nói ch,aspect
uvisd4sa_valid_1097,wrong_start_label,61, ,126,I-ASP,B-ASP,126,137, tay củng k,aspect
uvisd4sa_valid_1099,wrong_start_label,29,chung,57,I-ASP,B-ASP,58,62,hung,aspect
uvisd4sa_valid_1099,wrong_start_label,31,máy,63,I-ASP,B-ASP,64,106,"áy mượt, ngon, camera mình không quan tâm ",aspect
uvisd4sa_valid_1099,wrong_inside_label,34,",",71,B-ASP,I-ASP,64,106,"áy mượt, ngon, camera mình không quan tâm ",aspect
uvisd4sa_valid_1101,wrong_start_label,4,ngon,8,I-ASP,B-ASP,11,45,"n,khá mượt nhg đôi khi liên quân k",aspect
uvisd4sa_valid_1101,wrong_inside_label,5,",",12,B-ASP,I-ASP,11,45,"n,khá mượt nhg đôi khi liên quân k",aspect
uvisd4sa_valid_1102,wrong_start_label,27,đc,56,I-ASP,B-ASP,57,77,"c cái bề ngoài,đã xà",aspect
uvisd4sa_valid_1102,wrong_inside_label,34,",",71,B-ASP,I-ASP,57,77,"c cái bề ngoài,đã xà",aspect
uvisd4sa_valid_1103,wrong_inside_label,24,",",45,B-ASP,I-ASP,38,49,"ng, nhẹ, ch",aspect
uvisd4sa_valid_1104,wrong_start_label,22, ,52,I-ASP,B-ASP,52,65, thất vọng . ,aspect
uvisd4sa_valid_1104,wrong_inside_label,26, ,62,B-ASP,I-ASP,52,65, thất vọng . ,aspect
